state,price,sqft
Montana,$83683,1744
Illinois,$20551,2768
Florida,$84934,3772
Montana,$80447,2919
Illinois,$29511,1331
Montana,$46548,2813
Montana,$93635,1414
Florida,$19424,1753
California,$74086,2383
Illinois,$74543,2101
Florida,$13474,3050
Illinois,$78183,3325
California,$65010,1405
California,$17658,3712
Illinois,$33015,3315
Florida,$82444,3793
Illinois,$2846,2276
Florida,$9491,2190
California,$30312,2475
Illinois,$35702,1230
California,$84871,3908
California,$25771,3314
Florida,$29935,2367
Montana,$16355,3144
Illinois,$91463,3169
Illinois,$32793,3266
California,$50939,2340
Montana,$52125,3164
Montana,$29292,3836
Florida,$42180,870
California,$23514,3164
Florida,$87199,1184
Montana,$94271,2852
California,$61004,3720
Florida,$68402,998
California,$31038,3727
Illinois,$77267,3860
California,$95609,901
Illinois,$13850,2324
California,$97930,2078
Illinois,$7649,2017
Montana,$29834,1207
Florida,$63316,3180
Florida,$99323,1770
Montana,$45800,1741
Illinois,$95221,3245
Illinois,$13724,1988
Illinois,$7730,3087
Florida,$42268,3698
Florida,$99695,3932
California,$42337,2712
Florida,$5010,2805
Illinois,$74527,1062
Florida,$97421,3776
California,$21740,2032
Florida,$16369,1594
Florida,$86320,2769
California,$77134,1391
Montana,$28888,3387
Illinois,$31074,1255
Florida,$25782,3536
Illinois,$55555,1012
Montana,$45451,2001
Montana,$52355,1413
Montana,$44671,2869
California,$58197,3588
California,$96326,3972
California,$9809,1805
Florida,$72416,2416
Illinois,$37543,2289
Illinois,$88982,3999
Florida,$40580,2897
Florida,$48299,3234
Montana,$47582,1564
Montana,$27271,2079
Florida,$14492,2440
Illinois,$54340,3420
California,$71920,2473
Illinois,$20458,3255
Montana,$11619,2943
Illinois,$2567,1328
California,$43745,1487
Montana,$78410,819
Montana,$40668,1859
Florida,$67274,2491
Florida,$45885,2985
Illinois,$80865,3191
California,$64178,2306
Florida,$38978,3489
Illinois,$11896,1113
California,$17072,1238
Montana,$98332,3268
Montana,$7696,3734
Montana,$36898,3040
Illinois,$12488,2971
California,$1636,2320
California,$15268,1500
Florida,$68743,1106
California,$84622,2646
Illinois,$6494,3930
Montana,$17182,1929
Illinois,$69240,3249
Montana,$97869,872
California,$36909,2686
Illinois,$78016,3989
Illinois,$15463,3584
Illinois,$26136,2610
California,$38424,2533
Illinois,$36496,3986
Montana,$15257,3481
Montana,$79289,2590
Illinois,$73868,1752
Illinois,$69313,2792
Illinois,$27334,3006
Florida,$45228,2843
California,$86800,2873
Florida,$29080,3118
Illinois,$99443,3305
Illinois,$89231,2354
Montana,$5532,3518
Illinois,$52590,2602
Florida,$46797,1199
Florida,$77274,2608
California,$4181,922
Illinois,$95208,911
Illinois,$45413,2695
Florida,$28151,3123
California,$18698,2428
Florida,$11693,2704
Illinois,$89836,3899
Illinois,$64935,3704
Illinois,$95271,3939
Illinois,$5841,2492
Illinois,$53798,2800
Illinois,$36349,2474
Montana,$5866,1565
Montana,$54624,3542
Montana,$76109,3057
Montana,$98651,2858
California,$56003,3576
Florida,$16845,837
California,$63508,2952
Florida,$88788,2232
Illinois,$50513,2841
Montana,$3831,2858
California,$74282,2217
Montana,$89440,1824
Montana,$14943,1578
Montana,$21071,1146
California,$56771,3158
Montana,$30074,1733
Illinois,$9295,1527
California,$60935,2246
Montana,$94170,2395
Montana,$18846,1197
Illinois,$41144,3086
California,$39673,1981
Montana,$69463,837
Illinois,$6109,3625
California,$12950,1766
Florida,$58024,868
Illinois,$50011,3961
Florida,$37993,2463
Florida,$5314,2275
California,$30916,2446
Illinois,$69422,2741
Illinois,$20346,2707
Florida,$44214,2535
Illinois,$66448,1955
Illinois,$83421,1263
California,$99776,2773
Montana,$48425,1828
Montana,$89931,3381
Illinois,$42137,2403
Florida,$41888,3494
Illinois,$60990,2983
California,$84664,3961
Illinois,$61210,3693
Illinois,$15153,3881
Montana,$20041,1174
Montana,$88950,1201
Montana,$35058,3293
Florida,$4360,2807
Florida,$94123,3719
California,$98179,1069
Montana,$31517,1211
California,$10876,1199
Illinois,$5141,2303
Montana,$81495,2911
California,$43500,2172
Florida,$53094,3516
Illinois,$45789,3771
Montana,$92618,2080
Florida,$85365,2832
Illinois,$46854,1206
Florida,$39969,1201
Montana,$35744,1924
California,$53371,2377
Montana,$45837,1386
Florida,$69169,3996
Illinois,$11192,3620
California,$71550,2414
Florida,$31762,837
Illinois,$45802,1975
California,$93879,3218
Florida,$13575,3524
California,$39176,1789
California,$71819,3540
California,$71983,3108
Illinois,$62361,2997
California,$99914,3689
Montana,$24975,1301
California,$6301,776
Montana,$81069,3978
Florida,$19086,1187
California,$67219,2028
California,$61013,3078
Illinois,$92457,1091
Montana,$79226,2627
Montana,$95586,1313
California,$61243,2530
Montana,$36276,3816
California,$58099,1696
Illinois,$62470,1469
Illinois,$30155,3904
Florida,$39566,3026
Montana,$64578,1653
Florida,$41871,2154
Montana,$3247,2325
California,$4243,2093
Montana,$59786,3844
California,$97330,2221
Florida,$37515,1674
Florida,$13997,3896
California,$96528,2230
Montana,$81265,2766
Illinois,$99384,2916
Montana,$11457,3754
Illinois,$68098,829
Florida,$90545,1245
California,$10258,3480
Illinois,$34665,3512
Montana,$6738,2216
Montana,$1628,1644
Illinois,$9646,3003
Florida,$60441,2879
Florida,$34885,3995
Montana,$81994,1365
Florida,$62786,2247
Illinois,$73946,1891
Illinois,$91463,3789
Florida,$10622,2939
Montana,$1345,3024
California,$57157,1259
Florida,$46041,3339
Florida,$29793,3600
California,$26871,3458
Montana,$71629,1327
Montana,$71970,3902
Illinois,$10215,1115
Illinois,$56199,1817
Montana,$97805,3609
Florida,$66486,1554
Montana,$61806,3839
Montana,$36679,3874
Illinois,$1989,3088
Illinois,$63608,2379
Florida,$58586,2226
California,$54465,3086
Illinois,$91510,2142
Florida,$20594,3607
Florida,$2743,3601
Florida,$53979,3905
Illinois,$98519,2138
Illinois,$74952,2792
Florida,$80255,1345
Illinois,$50605,3808
Florida,$11243,1505
Florida,$22139,940
California,$51938,2663
Florida,$92403,2538
Florida,$71908,2637
California,$62807,3350
Florida,$41450,2751
California,$23325,2620
Illinois,$48077,3337
California,$44636,2374
Florida,$19506,991
Florida,$72437,2987
California,$65800,1784
Montana,$52232,2765
Montana,$87410,821
California,$81677,2869
Illinois,$21670,2293
California,$16708,1749
Montana,$74183,866
California,$27731,3803
Montana,$15958,3564
Montana,$72434,3347
Illinois,$77039,2511
Montana,$11375,2596
Florida,$8277,1318
Montana,$45825,1077
California,$4634,2761
Montana,$2061,2914
Illinois,$81945,2435
Montana,$47601,2677
Montana,$51978,2175
Illinois,$87159,1895
Florida,$98189,3829
Florida,$16434,2440
Illinois,$88543,3134
Montana,$17820,1880
Illinois,$47695,1939
Montana,$99789,3307
Montana,$73093,2153
California,$60581,1670
California,$72923,1453
California,$26144,1264
Illinois,$20885,973
California,$89585,2780
Florida,$13204,2001
Montana,$12496,916
Florida,$76714,1043
California,$78790,2991
Montana,$37211,1778
Montana,$14827,1477
Florida,$92704,850
Illinois,$31918,1511
Illinois,$84859,2094
Montana,$31811,3028
Florida,$82717,1368
Illinois,$47897,914
California,$54541,2865
California,$12224,1695
Florida,$15261,3747
Florida,$30128,2073
Montana,$95929,2319
Illinois,$86515,3707
Florida,$9538,1261
Florida,$5526,3410
Florida,$84282,3424
Montana,$85047,3095
California,$26123,3803
Florida,$91130,1791
Montana,$64061,3040
Montana,$94156,2904
California,$88522,3771
California,$76099,1569
California,$64994,1612
California,$75866,1056
Florida,$20219,3517
California,$78387,3933
Montana,$27290,1954
Illinois,$57939,3814
Illinois,$37707,1421
Montana,$2752,784
Florida,$46856,1054
California,$46824,3137
Montana,$36506,3824
Montana,$54889,820
Illinois,$23811,2931
California,$26204,3564
California,$28163,3589
Illinois,$18338,3510
Montana,$25768,889
Montana,$97041,896
Florida,$10867,1193
California,$54785,2386
California,$69038,3312
California,$99346,3832
Illinois,$39261,2787
Illinois,$40059,3701
California,$7017,1564
California,$5249,1752
California,$4451,3710
Florida,$41806,2572
Montana,$56652,2613
California,$29777,3448
California,$69523,3501
Florida,$67705,3437
Montana,$63864,3546
Illinois,$16948,3454
Florida,$26318,3666
Illinois,$63794,1207
California,$73308,2803
Florida,$44523,3696
Florida,$45847,1631
Montana,$7158,1731
Illinois,$42731,2830
California,$76804,1039
Florida,$2942,1720
Montana,$74811,3403
Montana,$11482,990
Florida,$44826,1907
Montana,$42297,1338
Florida,$54978,1404
Florida,$2364,3372
Florida,$7323,3029
California,$89309,2353
Illinois,$68061,2018
Illinois,$42074,3310
California,$77710,3297
Illinois,$36053,2031
Montana,$76135,1710
Montana,$39281,1294
California,$83390,1627
California,$69980,1440
Illinois,$91979,1012
Illinois,$42404,3410
Florida,$90872,3971
Montana,$56768,2531
California,$66696,3350
Montana,$42660,1490
California,$10092,2875
Illinois,$51632,2995
Florida,$27503,3548
California,$40104,1672
Florida,$59948,3756
Florida,$75976,3122
California,$83988,3950
Illinois,$64052,2001
Illinois,$23985,1101
Montana,$75469,2942
California,$47470,2753
Florida,$5271,3402
Florida,$98116,1681
California,$9030,990
Montana,$77470,911
California,$57114,3620
Montana,$29702,3405
Illinois,$3720,3705
Florida,$91602,1720
Illinois,$45504,3155
Illinois,$78043,3711
Illinois,$48433,3289
Florida,$95192,2237
California,$48000,2860
Florida,$80993,1240
Montana,$5211,1931
Florida,$68162,2833
Illinois,$76273,2828
Montana,$50035,3344
Montana,$1593,1693
Montana,$23994,1580
Montana,$36975,3042
Florida,$52631,1424
Montana,$92425,3873
California,$41864,2122
Illinois,$97614,789
Illinois,$28239,1488
Illinois,$66405,1568
Montana,$90073,1748
Montana,$81979,1356
Florida,$55782,761
Montana,$6319,1285
Illinois,$3928,1234
Montana,$73592,2594
Florida,$24089,2596
Illinois,$85441,3649
Illinois,$79395,1772
Illinois,$46891,3425
Florida,$76363,2871
Montana,$98177,3292
Illinois,$98767,1447
Florida,$41042,1737
Montana,$81309,2510
Montana,$49342,2555
Montana,$1651,3976
Montana,$16944,3891
Illinois,$98183,3862
Illinois,$63237,3802
California,$54641,2060
Florida,$78363,1627
California,$14733,2212
Illinois,$10278,3921
California,$88593,3199
Illinois,$20448,1909
Illinois,$12606,881
Illinois,$58447,1140
Montana,$2212,3561
California,$88746,3283
Florida,$44164,1614
Illinois,$51521,3167
Illinois,$35919,2475
California,$49190,3152
California,$10384,1191
California,$82212,1649
Illinois,$99592,3291
Illinois,$44239,2138
Illinois,$13066,1888
Florida,$15610,3544
Florida,$35417,3738
Montana,$40254,1311
Illinois,$31325,3115
California,$72906,2151
Illinois,$48907,2812
Montana,$21860,988
California,$77719,3235
California,$94506,3163
Illinois,$29706,3468
Florida,$11030,2783
Florida,$52492,1077
Florida,$40272,1423
Florida,$48842,1973
Florida,$72944,2419
Florida,$25895,3819
Illinois,$32662,3937
California,$90375,1816
Illinois,$41914,1452
Florida,$52312,1485
California,$37664,915
Montana,$2651,1160
Illinois,$31785,3453
Montana,$18032,2866
Illinois,$15894,3382
Montana,$88605,1253
Florida,$59862,2295
Illinois,$18801,2265
Illinois,$37393,3285
Florida,$54908,1316
Illinois,$43461,2357
Florida,$78139,2348
California,$34900,2793
California,$84276,3168
Illinois,$43238,2334
Illinois,$99191,1341
Florida,$30666,1803
Illinois,$15512,3463
Montana,$24490,3551
California,$15164,1718
California,$86516,3921
Illinois,$2326,3874
California,$44263,2118
Florida,$61249,3373
Illinois,$16702,899
California,$91688,845
Montana,$90965,2938
Florida,$67426,2212
Illinois,$94181,2102
Montana,$24841,1264
Montana,$33730,1943
Illinois,$91093,3857
California,$34816,2229
Montana,$35737,2775
Montana,$99788,2384
California,$50968,2734
Florida,$82607,2338
Montana,$70361,3727
Florida,$20888,1486
Illinois,$30728,2694
California,$43970,1360
Montana,$9975,3509
Florida,$84705,1919
Illinois,$85943,2805
Florida,$39771,1296
Florida,$91438,2652
Montana,$26921,1637
Montana,$67961,2576
Florida,$92419,2289
California,$87324,2402
Florida,$30109,2340
Florida,$63983,1549
Illinois,$1389,994
Montana,$41974,3067
Montana,$92966,3790
Florida,$22313,2071
Montana,$74267,810
Illinois,$37919,3916
Illinois,$5180,1637
California,$72444,2158
California,$18256,2991
California,$98080,3580
Montana,$75047,2915
Illinois,$4127,1288
California,$74371,1475
California,$98920,3551
Florida,$98590,2992
Montana,$82632,1969
Florida,$99474,2724
Florida,$91068,3880
Florida,$22344,2290
Florida,$5094,2344
Illinois,$84555,2137
Illinois,$24643,1137
Montana,$62119,3393
Illinois,$90313,3610
Montana,$44250,1499
Illinois,$70038,1263
Montana,$77548,1602
California,$39547,3542
Montana,$79904,3322
Florida,$88870,963
California,$71598,854
Illinois,$74085,1364
Montana,$83428,3033
Illinois,$49221,3108
Florida,$67724,1873
Illinois,$38428,1062
Montana,$6826,1206
Florida,$30878,2228
Florida,$62532,2138
Montana,$31662,2955
Florida,$48116,3246
California,$59014,2421
California,$57339,2057
California,$84593,3546
Florida,$28866,3134
Montana,$74973,3057
Florida,$61526,801
Illinois,$51481,3876
Montana,$11046,3872
Illinois,$63143,1230
Florida,$43246,3160
Illinois,$35156,1934
Illinois,$53949,3503
Illinois,$54724,2728
California,$26777,2935
Montana,$46944,3877
California,$10552,1101
California,$86644,2874
Montana,$97506,1925
California,$83793,1043
Montana,$69983,3105
California,$62862,3671
Montana,$99334,1888
Montana,$32614,3395
Florida,$35421,2779
Florida,$90705,3663
California,$20637,3679
Florida,$13532,1157
Montana,$39418,1516
Illinois,$37864,2975
Illinois,$60925,1269
Illinois,$88655,1896
Illinois,$9111,1243
Illinois,$19936,805
Montana,$15136,3088
Illinois,$10833,1140
Montana,$64610,1972
Montana,$80679,2064
California,$63066,3587
Florida,$90260,2160
Illinois,$38966,1607
Illinois,$33464,3905
Florida,$58862,3956
Illinois,$18891,2500
Illinois,$68507,3401
Illinois,$53696,2169
California,$49784,1528
Illinois,$72363,1681
Florida,$47686,3230
Florida,$62240,2854
Illinois,$52797,2136
California,$32539,3738
Montana,$96694,2683
Montana,$63925,1945
Florida,$63496,3961
Montana,$71645,2588
Illinois,$38739,3875
Illinois,$55024,3234
Illinois,$63293,2593
Montana,$6968,2555
Montana,$42615,1469
Illinois,$53263,2508
Florida,$49427,3657
Florida,$58739,3650
Illinois,$89707,1399
Florida,$91872,1096
Montana,$36639,2610
Illinois,$47509,3862
Florida,$86628,2046
Florida,$78579,767
Florida,$76880,3814
Florida,$57197,2780
California,$2591,3329
California,$9353,1550
Montana,$31340,2440
Florida,$64084,2319
Montana,$61190,3887
Montana,$97184,1329
California,$58856,2537
Florida,$18638,1828
California,$14373,2274
Montana,$33841,3273
California,$73800,2259
Florida,$72262,2167
Florida,$92245,3142
Montana,$95142,2280
Florida,$2440,1081
Montana,$64014,3858
Montana,$37544,3166
Florida,$17462,907
Illinois,$92103,1093
Florida,$42940,2530
Florida,$50763,3166
Illinois,$68327,3547
Florida,$68273,1556
Montana,$47341,1463
Illinois,$57257,1156
Montana,$81533,3522
Florida,$16244,2733
Florida,$25340,2122
California,$46475,1810
Montana,$89606,3339
Montana,$1019,2982
Florida,$12676,3863
Illinois,$33625,1089
Illinois,$76784,2518
Florida,$6846,1071
California,$9820,3483
Montana,$15270,3023
California,$39388,3231
Montana,$73761,2253
California,$16528,3847
Illinois,$49630,2163
Montana,$57972,3681
Montana,$66702,1918
Illinois,$43536,3672
California,$30040,1916
Illinois,$60202,1224
California,$24936,2577
Montana,$45450,3842
Montana,$77106,767
Illinois,$61247,3957
California,$89453,1289
Montana,$74554,3332
Montana,$70460,3069
Florida,$71720,1106
California,$70692,2712
Illinois,$65168,2169
Florida,$46523,1609
Montana,$40029,2565
Montana,$57164,1681
Florida,$10672,797
Illinois,$44462,3046
Illinois,$93266,805
Florida,$96469,2792
California,$91438,2266
Illinois,$80153,3638
Montana,$5455,2352
Montana,$10047,2692
Illinois,$75471,2174
Montana,$99247,3583
Montana,$95807,3388
Florida,$92889,2416
Florida,$85840,867
California,$8592,2538
Illinois,$92428,3276
Montana,$58267,1325
Florida,$77239,3182
Florida,$1740,3979
Montana,$35686,1113
California,$37331,3049
California,$71193,2971
Illinois,$74200,2722
Florida,$11826,1736
Montana,$52467,1482
California,$81701,2119
Montana,$40303,2436
California,$95822,3033
Florida,$56078,1155
California,$25840,3730
Florida,$6967,2563
California,$2173,1679
Florida,$71347,1591
California,$71325,2687
Illinois,$27950,2896
Florida,$4111,2521
Florida,$93819,2438
California,$86219,908
Illinois,$58050,2663
Florida,$24014,1809
California,$77264,1085
Illinois,$57055,2755
Montana,$7411,941
Florida,$24562,1324
Florida,$18055,1107
Florida,$70081,1149
Montana,$5232,2588
Florida,$77622,3568
Montana,$83786,1025
California,$57225,2257
California,$59560,2839
Florida,$7007,2116
California,$10543,1067
Florida,$26985,2762
California,$71196,2349
Florida,$35268,2106
Illinois,$95324,2864
California,$92947,3435
Montana,$80148,1645
California,$12122,1515
Florida,$17694,2425
Florida,$87902,2121
Florida,$10202,2473
California,$57206,2135
Illinois,$40327,1268
Illinois,$73066,2382
California,$45304,3684
California,$47404,1372
California,$29043,1531
Florida,$44667,3978
Florida,$46544,1687
Illinois,$53097,2247
California,$52872,3422
Illinois,$35819,3953
California,$62000,3636
Florida,$97298,1167
California,$28619,1198
California,$79224,750
Illinois,$87860,1789
Illinois,$58538,2152
California,$35768,3624
California,$52077,2226
California,$57387,2242
Montana,$95368,3452
California,$26696,3259
Illinois,$13902,3005
Illinois,$62571,853
Montana,$80273,1362
California,$40316,1890
Montana,$26061,2976
Illinois,$96638,3444
Montana,$78245,2241
California,$18815,1998
California,$54550,3491
Montana,$9680,3081
Florida,$56613,843
California,$95105,2126
California,$74045,3014
Florida,$69181,3204
Florida,$87751,2095
Montana,$86395,3265
Montana,$98886,2743
California,$55297,788
Illinois,$44191,3676
Montana,$39614,987
Illinois,$25189,3519
Illinois,$73545,2014
Illinois,$34691,2972
Florida,$65133,1224
Illinois,$75244,1485
Illinois,$73302,2150
California,$2313,897
Florida,$60655,3192
Montana,$47028,1015
Florida,$99467,3499
Montana,$26089,3751
Montana,$12824,3708
Montana,$60823,2784
Illinois,$74306,2569
Illinois,$42948,3119
Montana,$15126,2171
California,$71358,1015
Florida,$79970,2638
Illinois,$80356,3776
Florida,$25652,874
Illinois,$93051,1036
Florida,$84304,1137
Florida,$45546,3974
Illinois,$11365,782
Illinois,$48199,3288
Illinois,$82167,1535
Montana,$5634,1217
California,$52341,1122
Montana,$29231,3687
Florida,$92516,1488
California,$51537,830
Montana,$70382,2879
California,$90888,1475
Florida,$65005,2764
Florida,$12949,1030
Florida,$84536,1170
California,$50440,2996
Florida,$78544,1703
Montana,$56484,3382
Illinois,$39231,2916
Illinois,$24804,1762
Florida,$38740,1238
California,$61085,3212
Florida,$20654,1506
Montana,$20706,1341
California,$96023,2577
Florida,$10763,2574
Florida,$99925,1121
Montana,$57146,3111
California,$36186,1879
Montana,$87971,1045
Montana,$94828,818
Illinois,$20979,2988
Illinois,$54855,3846
Florida,$70692,2187
Montana,$64117,3783
Florida,$40499,3860
Illinois,$11075,2988
Illinois,$41906,3194
California,$84741,2710
Montana,$61087,1306
California,$96219,1710
Illinois,$32929,1018
Montana,$12334,3785
Illinois,$2990,1841
Illinois,$65707,2372
Florida,$1899,2868
Florida,$15601,3739
Illinois,$64051,3939
Illinois,$41284,3610
Montana,$8922,1330
California,$59916,2923
Illinois,$5179,1224
Florida,$69363,1526
California,$35207,1760
California,$71665,3292
California,$53980,3431
Montana,$89167,1259
Florida,$55917,2611
Illinois,$17724,2822
Montana,$63352,3637
Florida,$15647,2702
Montana,$9854,3579
Florida,$53355,3294
Montana,$91481,2187
California,$96321,1990
Montana,$14813,3645
Illinois,$74152,3227
Florida,$64913,2853
Illinois,$14344,3646
Florida,$32480,969
Illinois,$16374,1829
Illinois,$32218,3809
California,$80457,2732
Florida,$84605,2405
Florida,$91041,3475
Montana,$84493,3238
Florida,$86042,1081
Florida,$84888,2985
Montana,$87186,1255
Montana,$24968,3312
Illinois,$59495,1524
California,$13256,1695
Florida,$67031,2173
Montana,$13819,3740
Illinois,$85273,2254
Florida,$40354,2717
Illinois,$29290,3756
Illinois,$26039,2225
Illinois,$56336,2478
Florida,$96279,2133
Montana,$70073,3863
Montana,$27044,1880
California,$5307,1009
Montana,$53620,2848
Florida,$11260,1485
California,$17308,2380
Florida,$75511,1603
Florida,$45062,3311
Florida,$91377,3628
Florida,$79440,3825
Florida,$97918,3503
California,$53141,2730
California,$81416,1418
California,$64816,3498
Florida,$57004,2072
Montana,$64845,3430
Montana,$86773,3968
California,$34651,1584
Illinois,$72745,1679
Montana,$56242,2084
Montana,$93409,2988
Illinois,$85878,1141
Montana,$76051,864
Illinois,$18963,2635
Montana,$87773,2481
California,$55909,2800
Florida,$36478,2543
California,$99573,3181
Florida,$72827,3544
Florida,$62163,924
California,$22614,3889
California,$88296,1356
California,$62340,1075
California,$27205,2275
Florida,$54181,3866
Montana,$69133,2855
Florida,$79890,2365
Florida,$22283,3707
Florida,$36401,2493
Illinois,$39078,2553
Illinois,$1700,3785
California,$43251,1765
Montana,$4954,2408
California,$10351,3297
Illinois,$47000,1682
Florida,$28382,1414
Illinois,$55780,1716
Montana,$97244,1095
California,$44573,2046
California,$51935,1841
Florida,$28482,1283
Illinois,$87330,3335
California,$89498,3759
California,$52340,1114
Illinois,$12054,1353
Montana,$65538,3585
Florida,$3527,2859
Montana,$27330,1594
Montana,$18778,860
California,$24304,2303
California,$12320,840
Illinois,$83378,3592
Montana,$4541,3379
Illinois,$73648,2433
Montana,$39617,3382
Montana,$57206,2143
Illinois,$86179,3625
California,$24168,2116
Illinois,$28687,862
California,$31008,1933
Illinois,$43295,3403
California,$21526,1964
Montana,$17038,2003
Illinois,$51135,1303
Montana,$98415,3366
Illinois,$57976,3555
California,$96734,3979
Illinois,$61243,2359
California,$11029,1048
Illinois,$61626,2404
California,$8503,1348
Montana,$29663,2022
Florida,$25897,2365
Illinois,$49763,3526
Montana,$35459,3943
Illinois,$6345,1095
Florida,$68631,801
Illinois,$94897,3041
California,$67075,3573
Illinois,$42369,2867
Montana,$79874,2207
California,$4738,1217
California,$53129,3295
California,$83731,2794
California,$6069,3303
Illinois,$33723,1915
Montana,$24886,1796
Florida,$8668,2889
California,$27042,3893
California,$83813,2541
California,$41383,3728
California,$77393,3615
Florida,$37855,2259
California,$46688,1094
Florida,$82186,2253
Florida,$58986,1610
Florida,$48994,882
Illinois,$83106,2699
Florida,$75272,2886
California,$24971,1746
Illinois,$20163,2751
California,$32884,3171
Illinois,$22926,1691
California,$49431,3137
Florida,$52427,2877
Illinois,$72215,799
California,$10839,2351
California,$25769,3292
Illinois,$84120,1285
Illinois,$19456,1738
Florida,$1590,2310
Florida,$75485,3711
Illinois,$99635,1361
Montana,$31283,1236
Illinois,$3657,3840
Illinois,$84685,942
Montana,$55020,2141
Montana,$4049,3019
California,$13475,1921
Illinois,$20359,1452
Montana,$13560,2242
Illinois,$39871,1740
California,$6842,1118
Illinois,$37530,2920
Montana,$21253,3590
Montana,$36677,1144
Montana,$57568,787
Montana,$70902,1125
Montana,$63826,1493
California,$47625,3199
California,$6298,3471
Montana,$45632,3368
Montana,$57268,1694
Montana,$58168,2535
Florida,$48326,1367
Illinois,$59845,1638
Florida,$45122,2068
California,$14467,2059
Montana,$70720,3977
Illinois,$4363,2507
California,$71310,1747
Montana,$36849,3985
Montana,$62963,905
California,$62756,853
California,$88743,2812
Illinois,$78890,763
Florida,$86378,3742
Illinois,$86873,1835
Montana,$33288,3978
Illinois,$29796,3380
Illinois,$14745,2523
Montana,$40306,2198
Montana,$52775,1173
Illinois,$48406,3723
Illinois,$56447,1954
Montana,$75316,1511
Montana,$29933,1538
Florida,$96578,2556
Illinois,$28635,2969
Florida,$91543,2017
Montana,$79464,3987
Montana,$74552,3319
Illinois,$10304,2610
Florida,$45792,930
Florida,$92074,3210
Florida,$15670,1479
Montana,$85232,2167
Florida,$24637,3610
Florida,$1859,3006
Florida,$60450,3634
Illinois,$37398,1982
Florida,$75626,823
California,$77587,2380
Illinois,$97157,2597
California,$62014,3404
California,$85472,1711
California,$53093,1332
Illinois,$97672,973
Montana,$37890,3377
California,$93955,927
Florida,$19628,3094
Florida,$1879,1124
Illinois,$77224,1202
Montana,$32062,1379
Florida,$94965,1099
Montana,$97025,1630
Montana,$41200,2503
Illinois,$14376,2496
Florida,$12777,2967
California,$79375,2853
California,$53626,3542
Illinois,$42544,2152
Montana,$66848,1229
Illinois,$74924,3666
Illinois,$19954,2167
Montana,$28631,3311
Florida,$91942,2395
Florida,$11948,1442
Montana,$54913,2740
Montana,$15517,1250
California,$60792,3902
Illinois,$36948,3966
Florida,$90392,2094
Illinois,$37724,2577
Montana,$50477,3232
Florida,$4939,3691
Montana,$46429,2408
Montana,$85317,1648
Florida,$45958,2853
Illinois,$62410,2171
California,$9523,1493
California,$1153,797
Montana,$41497,821
Montana,$71143,3377
Florida,$59662,3739
Illinois,$1258,2787
California,$41714,2072
Florida,$99415,2772
California,$69198,933
Florida,$10990,1217
Montana,$86217,2469
Illinois,$50390,3266
Montana,$73846,2910
California,$28951,3481
Montana,$35589,2162
Illinois,$8483,2603
California,$90033,3873
Illinois,$21653,1420
Illinois,$36220,1934
California,$49041,2990
California,$70920,2155
Florida,$34235,1913
Illinois,$15719,1073
Florida,$56433,1664
Florida,$54165,2582
California,$50609,2352
Illinois,$78302,3943
Montana,$25720,3660
Montana,$1084,1709
Montana,$60472,2230
Florida,$17281,1573
Florida,$73880,1764
California,$34229,2107
Florida,$85022,3083
California,$74090,1966
Florida,$90981,3787
Florida,$8511,1507
Montana,$72571,1306
Illinois,$22165,2534
Montana,$37937,2559
Florida,$57931,1159
Illinois,$93143,1122
Florida,$18664,3635
Montana,$4184,1578
California,$95983,1466
Illinois,$99017,3862
Montana,$46804,2240
Illinois,$25963,2235
California,$88626,3139
California,$93102,1997
California,$92427,2776
Montana,$13677,911
California,$31187,3890
Montana,$25189,956
Illinois,$61486,2618
Illinois,$54487,2529
Florida,$34195,1264
California,$56875,875
California,$25212,1087
Illinois,$18210,3703
California,$8159,3347
Illinois,$15901,3436
California,$78618,1716
Illinois,$80907,1750
California,$62300,1164
Montana,$5044,2957
California,$62305,3917
California,$68009,2676
California,$17765,1653
Montana,$87578,1143
Montana,$43109,2837
Illinois,$61756,2824
Montana,$62207,3293
California,$4375,3476
Illinois,$20857,3194
California,$95932,2474
Illinois,$24069,2589
Montana,$57385,2878
Montana,$27646,1921
California,$27390,3272
Florida,$76376,2471
Montana,$78952,2763
Montana,$77678,2984
California,$26765,2024
Florida,$19688,1938
Florida,$78925,1407
California,$68489,3726
Florida,$96646,1915
Illinois,$27903,3357
Illinois,$63477,3172
Montana,$39153,3013
California,$49164,3726
Illinois,$10897,1029
Illinois,$20574,2157
Montana,$83126,1791
California,$45754,2959
Illinois,$92141,2184
Florida,$90679,3510
California,$15266,1593
California,$35935,1354
Florida,$75384,3336
Montana,$64187,3836
Florida,$40923,3046
Montana,$84209,2679
California,$39343,3923
Montana,$7479,3628
Illinois,$60466,1051
California,$15158,1107
Illinois,$22239,2098
Florida,$42487,3036
Montana,$45345,3656
Florida,$88443,2140
Florida,$2805,3265
Montana,$60178,1398
California,$68858,3714
Montana,$75363,3553
Florida,$66732,1672
California,$75270,2494
California,$86548,3656
California,$2532,1130
Florida,$98054,2245
Montana,$31762,1973
Florida,$84592,1960
California,$72224,2747
Florida,$36510,2447
Florida,$3490,1059
Montana,$39284,2467
Montana,$86545,3110
Illinois,$4270,2447
Illinois,$32325,1133
California,$95711,1622
Montana,$70663,1878
Montana,$94065,3097
Florida,$85944,3946
Illinois,$75212,1481
California,$59507,2522
Illinois,$11190,3413
